job_title,company,location,industry,experience_level,salary_usd,remote,required_skills,description,posted_date
Machine Learning Engineer,SkyNetics,"Boston, USA",Finance,Mid,192760,Yes,"langchain, spark, machine learning, transformers, deep learning","We are looking for a Machine Learning Engineer with experience in langchain, spark, machine learning, transformers, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.100230
Data Scientist,SkyNetics,"Austin, USA",Cybersecurity,Senior,206442,Yes,"machine learning, scikit-learn, deep learning, pandas, python","We are looking for a Data Scientist with experience in machine learning, scikit-learn, deep learning, pandas, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-08 17:45:48.100244
AI Platform Engineer,NextGen Analytics,"Seattle, USA",Cybersecurity,Entry,99722,No,"docker, nlp, azure, sql, kubernetes, deep learning","We are looking for a AI Platform Engineer with experience in docker, nlp, azure, sql, kubernetes, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-15 17:45:48.100259
Computer Vision Engineer,TechNova,"Bangalore, India",Retail,Entry,161509,Yes,"tensorflow, aws, spark, sql","We are looking for a Computer Vision Engineer with experience in tensorflow, aws, spark, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-31 17:45:48.100272
Machine Learning Engineer,DataForge,"Boston, USA",Cloud Services,Senior,152230,Yes,"machine learning, pandas, gcp, python, deep learning, airflow","We are looking for a Machine Learning Engineer with experience in machine learning, pandas, gcp, python, deep learning, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-04 17:45:48.100286
MLOps Engineer,CloudSphere,"Toronto, Canada",Finance,Mid,106684,Yes,"machine learning, vector databases, airflow, pytorch","We are looking for a MLOps Engineer with experience in machine learning, vector databases, airflow, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-05 17:45:48.100298
Machine Learning Engineer,VisionAI Labs,Remote,Technology,Senior,205315,No,"computer vision, deep learning, aws, pandas","We are looking for a Machine Learning Engineer with experience in computer vision, deep learning, aws, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-21 17:45:48.100311
Applied AI Scientist,NeuralStack,"Toronto, Canada",Cybersecurity,Mid,135590,Yes,"aws, sql, spark, tensorflow, langchain, scikit-learn, machine learning","We are looking for a Applied AI Scientist with experience in aws, sql, spark, tensorflow, langchain, scikit-learn, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-11 17:45:48.100326
AI Research Engineer,NeuralStack,"Toronto, Canada",Technology,Entry,111477,Yes,"transformers, sql, pytorch, deep learning, pandas, vector databases, docker","We are looking for a AI Research Engineer with experience in transformers, sql, pytorch, deep learning, pandas, vector databases, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-26 17:45:48.100340
Computer Vision Engineer,NextGen Analytics,"Austin, USA",Finance,Mid,103688,Yes,"gcp, pytorch, computer vision, aws, spark, kubernetes, python","We are looking for a Computer Vision Engineer with experience in gcp, pytorch, computer vision, aws, spark, kubernetes, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-20 17:45:48.100355
LLM Engineer,TechNova,"Austin, USA",Healthcare,Entry,136021,No,"gcp, computer vision, nlp, transformers, pytorch, langchain, mlops","We are looking for a LLM Engineer with experience in gcp, computer vision, nlp, transformers, pytorch, langchain, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-12 17:45:48.100370
MLOps Engineer,BlueCore Systems,"Austin, USA",Cybersecurity,Mid,169771,No,"pandas, aws, mlops, tensorflow, scikit-learn","We are looking for a MLOps Engineer with experience in pandas, aws, mlops, tensorflow, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-10 17:45:48.100386
Cloud AI Engineer,QuantumLeap Tech,"San Francisco, USA",Finance,Senior,175519,Yes,"vector databases, aws, kubernetes, azure, sql, spark, airflow","We are looking for a Cloud AI Engineer with experience in vector databases, aws, kubernetes, azure, sql, spark, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-08 17:45:48.100401
AI Research Engineer,DataForge,"London, UK",Finance,Entry,216178,No,"nlp, sql, transformers, aws","We are looking for a AI Research Engineer with experience in nlp, sql, transformers, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-31 17:45:48.100414
Deep Learning Engineer,SkyNetics,"London, UK",Retail,Entry,201015,Yes,"deep learning, spark, aws, mlops, scikit-learn, computer vision","We are looking for a Deep Learning Engineer with experience in deep learning, spark, aws, mlops, scikit-learn, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-01 17:45:48.100428
AI Research Engineer,CloudSphere,"London, UK",Finance,Mid,140061,No,"python, transformers, spark, computer vision, mlops, deep learning","We are looking for a AI Research Engineer with experience in python, transformers, spark, computer vision, mlops, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-05 17:45:48.100442
LLM Engineer,VisionAI Labs,"Toronto, Canada",Cybersecurity,Senior,114270,Yes,"nlp, pandas, python, aws","We are looking for a LLM Engineer with experience in nlp, pandas, python, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-24 17:45:48.100455
Machine Learning Engineer,AIWorks,"San Francisco, USA",Retail,Mid,126858,No,"transformers, machine learning, airflow, aws, azure","We are looking for a Machine Learning Engineer with experience in transformers, machine learning, airflow, aws, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-18 17:45:48.100468
Deep Learning Engineer,DataForge,"Seattle, USA",Technology,Entry,101673,No,"mlops, deep learning, kubernetes, airflow, spark","We are looking for a Deep Learning Engineer with experience in mlops, deep learning, kubernetes, airflow, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-31 17:45:48.100481
Data Scientist,BlueCore Systems,"London, UK",Technology,Entry,180602,No,"kubernetes, airflow, aws, nlp","We are looking for a Data Scientist with experience in kubernetes, airflow, aws, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-05 17:45:48.100494
LLM Engineer,SkyNetics,"Bangalore, India",Cloud Services,Mid,202323,Yes,"scikit-learn, pandas, nlp, langchain, azure, airflow, computer vision","We are looking for a LLM Engineer with experience in scikit-learn, pandas, nlp, langchain, azure, airflow, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-12 17:45:48.100509
AI Platform Engineer,NextGen Analytics,"London, UK",Retail,Entry,131901,No,"docker, scikit-learn, airflow, spark, deep learning, langchain","We are looking for a AI Platform Engineer with experience in docker, scikit-learn, airflow, spark, deep learning, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-30 17:45:48.100523
AI Platform Engineer,NextGen Analytics,"San Francisco, USA",Finance,Mid,108025,Yes,"tensorflow, nlp, azure, spark, langchain","We are looking for a AI Platform Engineer with experience in tensorflow, nlp, azure, spark, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-08 17:45:48.100536
NLP Engineer,NeuralStack,"London, UK",Cybersecurity,Senior,90174,Yes,"airflow, pandas, machine learning, pytorch, mlops, azure, scikit-learn","We are looking for a NLP Engineer with experience in airflow, pandas, machine learning, pytorch, mlops, azure, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-16 17:45:48.100553
Data Scientist,NeuralStack,"London, UK",Finance,Senior,181281,No,"pytorch, deep learning, docker, machine learning, pandas","We are looking for a Data Scientist with experience in pytorch, deep learning, docker, machine learning, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-19 17:45:48.100566
AI Platform Engineer,VisionAI Labs,"London, UK",Finance,Entry,154334,No,"docker, langchain, airflow, azure, computer vision, vector databases, spark","We are looking for a AI Platform Engineer with experience in docker, langchain, airflow, azure, computer vision, vector databases, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-19 17:45:48.100581
LLM Engineer,AIWorks,"London, UK",Healthcare,Entry,205647,No,"langchain, tensorflow, nlp, azure, computer vision, pytorch, kubernetes","We are looking for a LLM Engineer with experience in langchain, tensorflow, nlp, azure, computer vision, pytorch, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-27 17:45:48.100596
Computer Vision Engineer,AIWorks,"Toronto, Canada",Finance,Entry,201022,No,"docker, sql, nlp, kubernetes","We are looking for a Computer Vision Engineer with experience in docker, sql, nlp, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.100609
AI Research Engineer,VisionAI Labs,Remote,Technology,Entry,147145,No,"kubernetes, transformers, gcp, scikit-learn, pytorch, pandas","We are looking for a AI Research Engineer with experience in kubernetes, transformers, gcp, scikit-learn, pytorch, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-09 17:45:48.100890
AI Research Engineer,NextGen Analytics,"London, UK",Cybersecurity,Entry,172758,No,"machine learning, mlops, docker, transformers, airflow","We are looking for a AI Research Engineer with experience in machine learning, mlops, docker, transformers, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-21 17:45:48.100935
Machine Learning Engineer,DataForge,"Boston, USA",Healthcare,Entry,123278,No,"docker, gcp, airflow, computer vision, kubernetes, langchain","We are looking for a Machine Learning Engineer with experience in docker, gcp, airflow, computer vision, kubernetes, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-10 17:45:48.100959
Data Scientist,BlueCore Systems,"Toronto, Canada",Finance,Entry,189142,No,"transformers, nlp, computer vision, langchain, vector databases, pytorch","We are looking for a Data Scientist with experience in transformers, nlp, computer vision, langchain, vector databases, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-24 17:45:48.100976
AI Research Engineer,BlueCore Systems,"Austin, USA",Finance,Entry,193945,Yes,"langchain, gcp, sql, pandas, azure, aws","We are looking for a AI Research Engineer with experience in langchain, gcp, sql, pandas, azure, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-03 17:45:48.100995
AI Engineer,SkyNetics,Remote,Cloud Services,Senior,186642,No,"tensorflow, airflow, scikit-learn, aws","We are looking for a AI Engineer with experience in tensorflow, airflow, scikit-learn, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-21 17:45:48.101010
Applied AI Scientist,AIWorks,"Bangalore, India",Healthcare,Entry,152578,Yes,"nlp, sql, pytorch, scikit-learn","We are looking for a Applied AI Scientist with experience in nlp, sql, pytorch, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-14 17:45:48.101027
Computer Vision Engineer,NeuralStack,"Austin, USA",Finance,Senior,196632,Yes,"mlops, tensorflow, docker, scikit-learn","We are looking for a Computer Vision Engineer with experience in mlops, tensorflow, docker, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-26 17:45:48.101043
Machine Learning Engineer,VisionAI Labs,"Berlin, Germany",Cybersecurity,Entry,196413,Yes,"kubernetes, transformers, machine learning, nlp, tensorflow","We are looking for a Machine Learning Engineer with experience in kubernetes, transformers, machine learning, nlp, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-21 17:45:48.101073
AI Engineer,TechNova,"Boston, USA",Finance,Entry,212599,Yes,"pytorch, transformers, aws, airflow, python","We are looking for a AI Engineer with experience in pytorch, transformers, aws, airflow, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-28 17:45:48.101089
Cloud AI Engineer,QuantumLeap Tech,"Austin, USA",Finance,Entry,95194,No,"transformers, nlp, kubernetes, machine learning, airflow","We are looking for a Cloud AI Engineer with experience in transformers, nlp, kubernetes, machine learning, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.101104
Cloud AI Engineer,SkyNetics,"San Francisco, USA",Cloud Services,Entry,122737,No,"langchain, vector databases, spark, nlp, aws, transformers","We are looking for a Cloud AI Engineer with experience in langchain, vector databases, spark, nlp, aws, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-12 17:45:48.101122
Computer Vision Engineer,TechNova,"London, UK",Retail,Senior,182852,No,"scikit-learn, airflow, machine learning, pandas, python","We are looking for a Computer Vision Engineer with experience in scikit-learn, airflow, machine learning, pandas, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.101137
Computer Vision Engineer,DataForge,"Austin, USA",Technology,Mid,96785,No,"python, deep learning, machine learning, tensorflow, transformers, pandas, azure","We are looking for a Computer Vision Engineer with experience in python, deep learning, machine learning, tensorflow, transformers, pandas, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-01 17:45:48.101156
Machine Learning Engineer,TechNova,"Bangalore, India",Cybersecurity,Mid,182183,No,"pandas, aws, transformers, airflow","We are looking for a Machine Learning Engineer with experience in pandas, aws, transformers, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-26 17:45:48.101176
Data Scientist,SkyNetics,"Seattle, USA",Technology,Mid,190957,No,"transformers, langchain, azure, aws, mlops, docker, python","We are looking for a Data Scientist with experience in transformers, langchain, azure, aws, mlops, docker, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-07 17:45:48.101194
Computer Vision Engineer,CloudSphere,Remote,Retail,Entry,108371,Yes,"transformers, sql, scikit-learn, vector databases, mlops, azure","We are looking for a Computer Vision Engineer with experience in transformers, sql, scikit-learn, vector databases, mlops, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-27 17:45:48.101211
AI Platform Engineer,AIWorks,"New York, USA",Finance,Senior,131570,No,"langchain, docker, vector databases, sql, scikit-learn, kubernetes, python","We are looking for a AI Platform Engineer with experience in langchain, docker, vector databases, sql, scikit-learn, kubernetes, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-28 17:45:48.101233
MLOps Engineer,TechNova,"Toronto, Canada",Healthcare,Mid,118580,No,"python, scikit-learn, azure, gcp, tensorflow, deep learning, docker","We are looking for a MLOps Engineer with experience in python, scikit-learn, azure, gcp, tensorflow, deep learning, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-29 17:45:48.101251
Data Scientist,CloudSphere,"Toronto, Canada",Cloud Services,Senior,117117,No,"python, pytorch, azure, mlops, computer vision, scikit-learn","We are looking for a Data Scientist with experience in python, pytorch, azure, mlops, computer vision, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-23 17:45:48.101267
AI Platform Engineer,VisionAI Labs,"Bangalore, India",Healthcare,Entry,149341,Yes,"kubernetes, vector databases, pandas, python, langchain, computer vision, spark","We are looking for a AI Platform Engineer with experience in kubernetes, vector databases, pandas, python, langchain, computer vision, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-19 17:45:48.101285
AI Research Engineer,BlueCore Systems,"San Francisco, USA",Finance,Mid,218731,No,"computer vision, nlp, docker, kubernetes, transformers, gcp","We are looking for a AI Research Engineer with experience in computer vision, nlp, docker, kubernetes, transformers, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-10 17:45:48.101305
AI Engineer,VisionAI Labs,Remote,Finance,Senior,100163,No,"deep learning, python, computer vision, docker, airflow, kubernetes, azure","We are looking for a AI Engineer with experience in deep learning, python, computer vision, docker, airflow, kubernetes, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-25 17:45:48.101322
NLP Engineer,AIWorks,"Berlin, Germany",Technology,Entry,209227,Yes,"nlp, azure, machine learning, docker","We are looking for a NLP Engineer with experience in nlp, azure, machine learning, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-27 17:45:48.101338
LLM Engineer,NeuralStack,"Austin, USA",Finance,Mid,206870,No,"transformers, docker, airflow, scikit-learn, azure, pandas","We are looking for a LLM Engineer with experience in transformers, docker, airflow, scikit-learn, azure, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-04 17:45:48.101355
Cloud AI Engineer,AIWorks,"Toronto, Canada",Healthcare,Entry,96422,Yes,"computer vision, docker, machine learning, nlp, spark","We are looking for a Cloud AI Engineer with experience in computer vision, docker, machine learning, nlp, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-26 17:45:48.101375
LLM Engineer,NeuralStack,"New York, USA",Technology,Senior,205172,Yes,"nlp, docker, vector databases, gcp, python","We are looking for a LLM Engineer with experience in nlp, docker, vector databases, gcp, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-29 17:45:48.101391
Deep Learning Engineer,CloudSphere,"Toronto, Canada",Finance,Mid,170391,Yes,"kubernetes, nlp, python, pytorch, tensorflow, scikit-learn","We are looking for a Deep Learning Engineer with experience in kubernetes, nlp, python, pytorch, tensorflow, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-17 17:45:48.101408
Computer Vision Engineer,NextGen Analytics,"London, UK",Technology,Senior,93414,No,"langchain, transformers, gcp, kubernetes, deep learning, pytorch","We are looking for a Computer Vision Engineer with experience in langchain, transformers, gcp, kubernetes, deep learning, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-22 17:45:48.101425
Data Scientist,AIWorks,"New York, USA",Retail,Mid,115370,No,"machine learning, computer vision, docker, vector databases, scikit-learn","We are looking for a Data Scientist with experience in machine learning, computer vision, docker, vector databases, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-28 17:45:48.101441
Data Scientist,DataForge,"Boston, USA",Technology,Senior,171952,Yes,"kubernetes, computer vision, scikit-learn, gcp","We are looking for a Data Scientist with experience in kubernetes, computer vision, scikit-learn, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.101456
AI Engineer,VisionAI Labs,Remote,Cloud Services,Entry,117349,No,"mlops, azure, tensorflow, pytorch, docker, sql, spark","We are looking for a AI Engineer with experience in mlops, azure, tensorflow, pytorch, docker, sql, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-20 17:45:48.101477
Machine Learning Engineer,QuantumLeap Tech,"Bangalore, India",Cybersecurity,Entry,155130,Yes,"deep learning, docker, nlp, tensorflow, gcp","We are looking for a Machine Learning Engineer with experience in deep learning, docker, nlp, tensorflow, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-06 17:45:48.101494
MLOps Engineer,TechNova,"Bangalore, India",Cloud Services,Mid,191552,Yes,"docker, airflow, azure, deep learning","We are looking for a MLOps Engineer with experience in docker, airflow, azure, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-18 17:45:48.101509
Cloud AI Engineer,VisionAI Labs,"Toronto, Canada",Retail,Entry,159441,Yes,"scikit-learn, python, sql, spark, transformers","We are looking for a Cloud AI Engineer with experience in scikit-learn, python, sql, spark, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-08 17:45:48.101530
AI Research Engineer,NextGen Analytics,"London, UK",Retail,Entry,204891,Yes,"aws, transformers, spark, kubernetes, machine learning","We are looking for a AI Research Engineer with experience in aws, transformers, spark, kubernetes, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-25 17:45:48.101546
Applied AI Scientist,SkyNetics,"London, UK",Healthcare,Entry,171961,Yes,"python, kubernetes, sql, pytorch, pandas, mlops","We are looking for a Applied AI Scientist with experience in python, kubernetes, sql, pytorch, pandas, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-20 17:45:48.101565
AI Platform Engineer,AIWorks,"Seattle, USA",Retail,Entry,187001,No,"langchain, azure, transformers, pandas, docker, computer vision, sql","We are looking for a AI Platform Engineer with experience in langchain, azure, transformers, pandas, docker, computer vision, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-21 17:45:48.101583
Deep Learning Engineer,VisionAI Labs,Remote,Retail,Mid,172610,No,"langchain, spark, machine learning, transformers, computer vision, azure","We are looking for a Deep Learning Engineer with experience in langchain, spark, machine learning, transformers, computer vision, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-02 17:45:48.101599
AI Engineer,TechNova,"London, UK",Cloud Services,Mid,125758,Yes,"azure, aws, vector databases, scikit-learn, sql","We are looking for a AI Engineer with experience in azure, aws, vector databases, scikit-learn, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-17 17:45:48.101617
AI Engineer,DataForge,"Berlin, Germany",Finance,Senior,151176,Yes,"mlops, azure, pandas, tensorflow, aws, vector databases","We are looking for a AI Engineer with experience in mlops, azure, pandas, tensorflow, aws, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-02 17:45:48.101635
Cloud AI Engineer,NeuralStack,"Austin, USA",Cybersecurity,Entry,93610,No,"docker, mlops, azure, pytorch, deep learning","We are looking for a Cloud AI Engineer with experience in docker, mlops, azure, pytorch, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-02 17:45:48.101651
AI Platform Engineer,SkyNetics,"San Francisco, USA",Retail,Senior,152658,Yes,"aws, machine learning, pytorch, mlops","We are looking for a AI Platform Engineer with experience in aws, machine learning, pytorch, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-04 17:45:48.101665
Applied AI Scientist,QuantumLeap Tech,"London, UK",Cybersecurity,Mid,94380,Yes,"spark, azure, vector databases, docker, computer vision, airflow","We are looking for a Applied AI Scientist with experience in spark, azure, vector databases, docker, computer vision, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-18 17:45:48.101683
LLM Engineer,NeuralStack,"Seattle, USA",Cybersecurity,Entry,122703,Yes,"kubernetes, nlp, mlops, transformers, machine learning","We are looking for a LLM Engineer with experience in kubernetes, nlp, mlops, transformers, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-19 17:45:48.101700
Machine Learning Engineer,TechNova,"San Francisco, USA",Cybersecurity,Senior,163066,Yes,"nlp, vector databases, tensorflow, machine learning","We are looking for a Machine Learning Engineer with experience in nlp, vector databases, tensorflow, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-19 17:45:48.101718
Applied AI Scientist,QuantumLeap Tech,"Boston, USA",Cybersecurity,Senior,124732,Yes,"sql, deep learning, computer vision, azure, mlops, langchain, spark","We are looking for a Applied AI Scientist with experience in sql, deep learning, computer vision, azure, mlops, langchain, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.101737
Cloud AI Engineer,VisionAI Labs,"Austin, USA",Finance,Mid,157946,Yes,"airflow, docker, kubernetes, spark, langchain","We are looking for a Cloud AI Engineer with experience in airflow, docker, kubernetes, spark, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-20 17:45:48.101758
NLP Engineer,CloudSphere,"Seattle, USA",Cloud Services,Mid,106090,Yes,"sql, vector databases, langchain, kubernetes, docker, pytorch","We are looking for a NLP Engineer with experience in sql, vector databases, langchain, kubernetes, docker, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-01 17:45:48.101775
NLP Engineer,AIWorks,"Seattle, USA",Cloud Services,Senior,135297,Yes,"spark, aws, pandas, scikit-learn, kubernetes, transformers","We are looking for a NLP Engineer with experience in spark, aws, pandas, scikit-learn, kubernetes, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-24 17:45:48.101796
Applied AI Scientist,NeuralStack,"Toronto, Canada",Healthcare,Entry,166535,Yes,"pandas, pytorch, tensorflow, azure","We are looking for a Applied AI Scientist with experience in pandas, pytorch, tensorflow, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-28 17:45:48.101812
Deep Learning Engineer,NextGen Analytics,"San Francisco, USA",Technology,Senior,174580,Yes,"pandas, spark, mlops, gcp, tensorflow, pytorch","We are looking for a Deep Learning Engineer with experience in pandas, spark, mlops, gcp, tensorflow, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.101829
NLP Engineer,NextGen Analytics,"New York, USA",Healthcare,Entry,136901,Yes,"mlops, transformers, deep learning, azure, vector databases, pytorch","We are looking for a NLP Engineer with experience in mlops, transformers, deep learning, azure, vector databases, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-18 17:45:48.101846
Computer Vision Engineer,CloudSphere,"New York, USA",Finance,Mid,213227,No,"spark, vector databases, computer vision, azure, tensorflow, mlops, sql","We are looking for a Computer Vision Engineer with experience in spark, vector databases, computer vision, azure, tensorflow, mlops, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-01 17:45:48.101863
Applied AI Scientist,NeuralStack,"San Francisco, USA",Technology,Senior,108389,Yes,"vector databases, python, langchain, docker, sql, airflow","We are looking for a Applied AI Scientist with experience in vector databases, python, langchain, docker, sql, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-08 17:45:48.101880
Data Scientist,NextGen Analytics,"Seattle, USA",Finance,Senior,189823,Yes,"aws, tensorflow, airflow, gcp","We are looking for a Data Scientist with experience in aws, tensorflow, airflow, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-18 17:45:48.101895
Machine Learning Engineer,NeuralStack,"New York, USA",Healthcare,Senior,132910,No,"gcp, mlops, sql, scikit-learn","We are looking for a Machine Learning Engineer with experience in gcp, mlops, sql, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-01 17:45:48.101911
Data Scientist,AIWorks,"Berlin, Germany",Technology,Entry,136984,No,"azure, kubernetes, gcp, vector databases","We are looking for a Data Scientist with experience in azure, kubernetes, gcp, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-01 17:45:48.101926
LLM Engineer,QuantumLeap Tech,"San Francisco, USA",Cloud Services,Senior,189362,No,"vector databases, pytorch, kubernetes, sql, nlp","We are looking for a LLM Engineer with experience in vector databases, pytorch, kubernetes, sql, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.101941
Applied AI Scientist,VisionAI Labs,"Toronto, Canada",Finance,Entry,105546,Yes,"gcp, python, langchain, pytorch","We are looking for a Applied AI Scientist with experience in gcp, python, langchain, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-14 17:45:48.101958
Applied AI Scientist,AIWorks,"London, UK",Finance,Senior,116347,No,"spark, tensorflow, gcp, deep learning, scikit-learn","We are looking for a Applied AI Scientist with experience in spark, tensorflow, gcp, deep learning, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.101975
AI Engineer,NextGen Analytics,"New York, USA",Retail,Entry,101590,Yes,"spark, nlp, docker, aws, pytorch, deep learning, vector databases","We are looking for a AI Engineer with experience in spark, nlp, docker, aws, pytorch, deep learning, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-23 17:45:48.101992
AI Platform Engineer,AIWorks,"Seattle, USA",Cloud Services,Entry,138253,No,"scikit-learn, spark, aws, docker, machine learning, computer vision","We are looking for a AI Platform Engineer with experience in scikit-learn, spark, aws, docker, machine learning, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-26 17:45:48.102016
AI Engineer,CloudSphere,"San Francisco, USA",Healthcare,Entry,119866,No,"pytorch, pandas, transformers, docker, vector databases","We are looking for a AI Engineer with experience in pytorch, pandas, transformers, docker, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-23 17:45:48.102031
